timestamp,Adblue,Vega_in3fr,vega_in3A,Высокие обороты ДВС,Высота,Граница ХХ оборотов ДВС,Граница высоких оборотов ДВС,Заряд батареи (bat),КОМ,Кузов угол ,Нагрузка ДВС,Напряжение АКБ,Напряжение сети,Обороты ДВС,Погрешность GPS,Положение педали газа,Пробег произвольный,Скорость,Скорость с тахографа,Спутники,Температура ДВС,Угол кузова (лайт),Уровень масла,Уровень сигнала GSM,Уровень топлива (CAN),Масса автомобиля,Масса груза,Масса груза (для пробега),Нагрузка на ось,Нагрузка на ось 1,Нагрузка на ось 2,Нагрузка на ось 3,Скорость с кан
2023-12-04 06:08:11,5.0,0.0,23.3136,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.74,28.25,0.0,0.74,0.0,12789.0,,0.0,18.0,0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 06:08:16,,,,,197.0,,,99.0,,,,,,,,,,0.0,,15.0,,1.0,,,,,,,,,,,
2023-12-04 06:08:36,,,,,197.0,,,99.0,,,,,,,,,,0.0,,15.0,,1.0,,,,,,,,,,,
2023-12-04 06:17:05,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.9,0.0,0.64,0.0,12789.0,,0.0,21.0,0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 06:27:04,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.57,0.0,0.69,0.0,12789.0,,0.0,20.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 06:37:04,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.44,0.0,0.71,0.0,12789.0,,0.0,19.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 06:47:05,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.34,0.0,0.71,0.0,12789.0,,0.0,19.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 06:57:04,5.0,0.0,0.0443,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.27,0.0,0.79,0.0,12789.0,,0.0,16.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 07:07:04,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.21,0.0,0.84,0.0,12789.0,,0.0,18.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 07:17:04,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.17,0.0,0.81,0.0,12789.0,,0.0,19.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 07:27:04,5.0,0.0,20.6719,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.13,0.0,0.77,0.0,12789.0,,0.0,19.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 07:37:04,5.0,0.0,20.6631,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.11,0.0,0.72,0.0,12789.0,,0.0,19.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 07:47:04,5.0,0.0,20.6365,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.09,0.0,0.72,0.0,12789.0,,0.0,20.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 07:57:04,5.0,0.0,20.6276,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.08,0.0,0.7,0.0,12789.0,,0.0,20.0,0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 08:07:04,5.0,0.0,20.6188,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.07,0.0,0.65,0.0,12789.0,,0.0,19.0,0.0,,102.0,23.0,259.6,,,,,,,,
2023-12-04 08:17:04,5.0,0.0,20.6099,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.07,0.0,0.71,0.0,12789.0,,0.0,18.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 08:27:04,5.0,0.0,20.6099,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.05,0.0,0.61,0.0,12789.0,,0.0,20.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 08:37:04,5.0,0.0,20.601,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.04,0.0,0.68,0.0,12789.0,,0.0,18.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 08:47:04,5.0,0.0,20.5922,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.04,0.0,0.75,0.0,12789.0,,0.0,17.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 08:57:04,5.0,0.0,20.5922,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.04,0.0,0.62,0.0,12789.0,,0.0,20.0,0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 09:07:04,5.0,0.0,20.5922,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.74,0.0,12789.0,,0.0,17.0,0.0,,102.0,23.0,259.6,,,,,,,,
2023-12-04 09:17:04,5.0,0.0,20.5922,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.79,0.0,12789.0,,0.0,16.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 09:27:04,5.0,0.0,20.5833,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.69,0.0,12789.0,,0.0,19.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 09:37:04,5.0,0.0,20.5833,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.74,0.0,12789.0,,0.0,18.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 09:47:04,5.0,0.0,20.5656,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.74,0.0,12789.0,,0.0,18.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 09:57:04,5.0,0.0,20.5833,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.65,0.0,12789.0,,0.0,19.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 10:07:04,5.0,0.0,20.5833,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.62,0.0,12789.0,,0.0,20.0,0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 10:17:04,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.04,0.0,0.65,0.0,12789.0,,0.0,19.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 10:27:04,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.04,0.0,0.66,0.0,12789.0,,0.0,18.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 10:37:04,5.0,0.0,20.5744,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.71,0.0,12789.0,,0.0,17.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 10:47:04,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.67,0.0,12789.0,,0.0,17.0,0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 10:54:25,5.0,0.0,20.5744,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.01,0.0,0.85,0.0,12789.0,,0.0,15.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 11:04:25,5.0,0.0,20.5744,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.72,0.0,12789.0,,0.0,15.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 11:14:25,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.79,0.0,12789.0,,0.0,15.0,0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 11:24:25,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.65,0.0,12789.0,,0.0,17.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 11:34:25,5.0,0.0,20.5744,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.7,0.0,12789.0,,0.0,17.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 11:44:25,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.67,0.0,12789.0,,0.0,18.0,0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 11:54:25,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.03,0.0,0.88,0.0,12789.0,,0.0,14.0,0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 12:04:25,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.62,0.0,12789.0,,0.0,19.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 12:14:25,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.66,0.0,12789.0,,0.0,18.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 12:24:25,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.7,0.0,12789.0,,0.0,19.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 12:34:25,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.65,0.0,12789.0,,0.0,18.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 12:44:25,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.01,0.0,0.75,0.0,12789.0,,0.0,17.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 12:54:25,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.72,0.0,12789.0,,0.0,19.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 13:04:25,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.8,0.0,12789.0,,0.0,18.0,0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 13:14:25,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.02,0.0,0.81,0.0,12789.0,,0.0,16.0,0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 13:19:57,5.0,0.0,19.7855,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.27,0.0,0.8,0.0,12789.0,,0.0,17.0,11.0,,102.0,26.0,0.0,,,,,,,,
2023-12-04 13:20:02,,,,,194.0,,,99.0,,,,,,,,,,0.0,,14.0,,1.0,,,,,,,,,,,
2023-12-04 13:20:46,5.0,0.0,21.39,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,26.04,0.0,0.78,0.0,12789.0,,0.0,17.0,-0.0,,102.0,21.0,259.6,,,,,,,,
2023-12-04 13:20:50,,,,,195.0,,,99.0,,,,,,,,,,0.0,,15.0,,1.0,,,,,,,,,,,
2023-12-04 13:21:10,,,,,195.0,,,99.0,,,,,,,,,,0.0,,16.0,,1.0,,,,,,,,,,,
2023-12-04 13:24:42,,,,,195.0,,,99.0,,,,,,,,,,0.0,,16.0,,1.0,,,,,,,,,,,
2023-12-04 13:29:57,5.0,0.0,0.0443,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.94,0.0,0.73,0.0,12789.0,,0.0,18.0,-0.0,,102.0,23.0,259.6,,,,,,,,
2023-12-04 13:39:57,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.98,0.0,0.84,0.0,12789.0,,0.0,17.0,-0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 13:49:57,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,25.0,0.0,0.79,0.0,12789.0,,0.0,19.0,-0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 13:59:57,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.74,0.0,12789.0,,0.0,18.0,-0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 14:09:57,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,0.0,0.0,3.73,24.99,0.0,0.66,0.0,12789.0,,0.0,19.0,-0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 14:19:57,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,0.0,0.0,3.73,24.98,0.0,0.72,0.0,12789.0,,0.0,19.0,-0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 14:29:57,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,0.0,0.0,3.73,24.99,0.0,0.68,0.0,12789.0,,0.0,19.0,-0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 14:39:57,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.7,0.0,12789.0,,0.0,18.0,-0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 14:49:57,5.0,0.0,20.5301,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.97,0.0,0.74,0.0,12789.0,,0.0,18.0,-0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 14:59:57,5.0,0.0,20.5212,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.97,0.0,0.73,0.0,12789.0,,0.0,18.0,-0.0,,102.0,24.0,259.6,,,,,,,,
2023-12-04 15:09:57,5.0,0.0,20.5301,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.97,0.0,0.72,0.0,12789.0,,0.0,17.0,-0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 15:19:57,5.0,0.0,20.5301,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.96,0.0,0.75,0.0,12789.0,,0.0,16.0,-0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 15:29:57,5.0,0.0,20.5301,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.96,0.0,0.66,0.0,12789.0,,0.0,20.0,-0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 15:39:57,5.0,0.0,20.5212,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.96,0.0,0.66,0.0,12789.0,,0.0,18.0,-0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 15:49:57,5.0,0.0,20.5124,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.97,0.0,0.84,0.0,12789.0,,0.0,15.0,-0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 15:59:57,5.0,0.0,20.5212,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.96,0.0,0.72,0.0,12789.0,,0.0,18.0,-0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 16:09:57,5.0,0.0,20.5212,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.96,0.0,0.68,0.0,12789.0,,0.0,20.0,-0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 16:19:57,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.98,0.0,0.69,0.0,12789.0,,0.0,18.0,-0.0,,102.0,28.0,259.6,,,,,,,,
2023-12-04 16:29:57,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.77,0.0,12789.0,,0.0,15.0,-0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 16:39:57,5.0,0.0,20.5301,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.98,0.0,0.67,0.0,12789.0,,0.0,19.0,-0.0,,102.0,27.0,259.6,,,,,,,,
2023-12-04 16:49:57,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.73,0.0,12789.0,,0.0,18.0,-0.0,,102.0,31.0,259.6,,,,,,,,
2023-12-04 16:59:57,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.68,0.0,12789.0,,0.0,17.0,-0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 17:05:53,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.71,0.0,12789.0,,0.0,16.0,-0.0,,102.0,26.0,259.6,,,,,,,,
2023-12-04 17:15:53,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.74,0.0,12789.0,,0.0,17.0,-0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 17:25:53,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.73,0.0,12789.0,,0.0,20.0,-0.0,,102.0,25.0,259.6,,,,,,,,
2023-12-04 17:35:53,5.0,0.0,0.0355,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.98,0.0,0.73,0.0,12789.0,,0.0,18.0,-0.0,,102.0,23.0,259.6,,,,,,,,
2023-12-04 17:45:53,5.0,0.0,0.0266,0.0,,700.0,2300.0,,0.0,1.0,0.0,3.73,24.99,0.0,0.72,0.0,12789.0,,0.0,19.0,-0.0,,102.0,22.0,259.6,,,,,,,,
